,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
43,36434.0,-37.672617,145.03389,4 Bruce Street,LALOR,4914000.0,house,2014.0,3.0,1.0,0.0,SC_062,5111,20006,1653,40.0,0,hospital_053,2799,S_229,1374
44,51223.0,-37.781861,145.124488,3 Westfield Drive,DONCASTER,22300000.0,house,2015.0,4.0,2.0,2.0,SC_091,596,20042,4168,31.0,0,hospital_194,1252,S_188,574
45,874.0,-37.80846024,144.8860016,33 Bayview Road,SEDDON,6798000.0,house,2009.0,2.0,1.0,0.0,SC_043,2712,20023,743,20.0,0,hospital_056,1706,S_201,1361
46,59404.0,-37.806293,145.198333,14 Beaufort Street,MITCHAM,11200000.0,house,2015.0,4.0,2.0,2.0,SC_088,2197,19900,1419,40.0,0,hospital_070,560,S_040,2748
47,81859.0,-37.98230362,145.2429657,18 LEIGH CRT,DOVETON,2970000.0,house,2009.0,3.0,1.0,2.0,SC_112,2505,19888,3039,54.0,0,hospital_119,2129,S_195,1403
48,50379.0,-37.768915,145.089517,71 Summit Drive,BULLEEN,9625000.0,house,2010.0,4.0,2.0,3.0,SC_009,420,19935,2859,26.0,0,hospital_193,2309,S_154,305
49,32647.0,-37.732379,144.986914,35 Jacka Street,PRESTON,4770000.0,house,2013.0,4.0,2.0,0.0,SC_103,1548,20012,1388,27.0,0,hospital_139,1919,S_030,427
50,37705.0,-37.659497,145.02756,7 Lionheart Court,EPPING,5480000.0,house,2015.0,5.0,2.0,2.0,SC_062,5180,20005,823,43.0,0,hospital_053,1315,S_229,1068
51,49882.0,-37.756832,145.091248,13 Birrarrung Court,BULLEEN,23700000.0,house,2016.0,4.0,2.0,2.0,SC_009,983,19935,2690,26.0,0,hospital_004,2585,S_154,1073
52,4078.0,-37.834454,144.873096,11A Kingham Street,NEWPORT,5990000.0,house,2013.0,3.0,2.0,1.0,SC_033,2472,19995,1206,18.0,0,hospital_141,3508,S_056,2345
53,42993.0,-37.720494,145.067672,23 Glenmore Street,MACLEOD,10370000.0,house,2013.0,3.0,2.0,2.0,SC_047,3854,19983,628,31.0,0,hospital_025,2193,S_155,2676
54,29235.0,-37.765113,144.993806,106 Gladstone Avenue,NORTHCOTE,11760000.0,house,2014.0,2.0,1.0,0.0,SC_103,2931,20015,307,21.0,0,hospital_035,1260,S_105,1786
55,42123.0,-37.745031,145.060711,35 Lower Plenty Road,ROSANNA,9760000.0,house,2012.0,3.0,2.0,2.0,SC_017,1378,19936,535,28.0,0,hospital_066,1142,S_100,1713
56,4036.0,-37.842298,144.864513,1/58 Blenheim Road,NEWPORT,9350000.0,house,2013.0,3.0,2.0,1.0,SC_033,2337,19994,1679,20.0,0,hospital_141,3264,S_056,1765
57,80971.0,-37.978442,145.224723,2/152 David Street,DANDENONG,6375000.0,house,2013.0,3.0,2.0,2.0,SC_112,1282,19888,1838,54.0,0,hospital_033,764,S_183,1071
58,59154.0,-37.808747,145.178909,9 Efron Street,NUNAWADING,9900000.0,house,2016.0,3.0,1.0,1.0,SC_088,1179,19899,1366,37.0,0,hospital_070,1316,S_202,1704
59,19838.0,-37.676902,144.895718,76B Raleigh Street,WESTMEADOWS,5865000.0,house,2012.0,3.0,1.0,1.0,SC_059,1576,20030,2214,37.0,0,hospital_104,3640,S_153,2289
60,17604.0,-37.701174,144.912324,7 Becket Street,GLENROY,8940000.0,house,2016.0,5.0,1.0,2.0,SC_010,2656,20032,571,33.0,0,hospital_184,4622,S_209,1160
61,22192.0,-37.7433815,144.9777374,193 Nicholson Street,COBURG,5291000.0,house,2009.0,3.0,1.0,1.0,SC_103,2173,19965,1273,28.0,0,hospital_144,1549,S_173,1020
62,15841.0,-37.746183,144.882265,8 Gallica Close,NIDDRIE,9100000.0,house,2012.0,4.0,2.0,2.0,SC_082,2460,20037,3181,21.0,0,hospital_184,2054,S_198,2413
63,66037.0,-37.775895,145.319166,22 Ross Pincott Drive,MOOROOLBARK,5668000.0,house,2009.0,4.0,2.0,1.0,SC_084,2028,19877,1151,55.0,0,hospital_113,3496,S_168,1876
64,81618.0,-37.993255,145.232407,1 Rose Drive,DOVETON,3685000.0,house,2010.0,3.0,1.0,2.0,SC_112,1669,19888,2023,54.0,0,hospital_119,1486,S_184,1551
65,9466.0,-37.846949,144.727936,3 Omaroo Street,TRUGANINA,8670000.0,house,2016.0,4.0,2.0,2.0,SC_053,2052,46468,3074,33.0,0,hospital_073,5430,S_007,2635
66,26626.0,-37.581492,144.931663,35 Northumberland Circuit,CRAIGIEBURN,6440000.0,house,2009.0,4.0,2.0,2.0,SC_005,1254,40221,2485,46.0,0,hospital_104,7767,S_178,1408
67,84380.0,-37.85069,144.994529,8 Cecil Place,PRAHRAN,22500000.0,house,2013.0,5.0,2.0,0.0,SC_066,387,19958,431,9.0,0,hospital_097,440,S_115,989
68,83561.0,-37.848798,144.986171,16 Greville Street,PRAHRAN,4000000.0,house,2016.0,4.0,2.0,1.0,SC_066,672,19958,334,9.0,0,hospital_155,335,S_115,1681
69,36225.0,-37.667826,145.027161,18 Raimeno Street,LALOR,5550000.0,house,2010.0,3.0,1.0,2.0,SC_062,5446,20006,905,40.0,0,hospital_053,2039,S_229,638
70,2771.0,-37.816972,144.887654,121 Simpson Street,YARRAVILLE,1930000.0,house,2016.0,2.0,1.0,0.0,SC_043,3467,19996,236,15.0,0,hospital_056,2657,S_201,2023
71,86992.0,-37.918071,144.996911,66 Well Street,BRIGHTON,4720000.0,house,2010.0,5.0,1.0,2.0,SC_046,4350,19951,331,22.0,0,hospital_156,844,S_009,326
72,15920.0,-37.704369,144.8966187,118 Gowanbrae Drive,GOWANBRAE,6688000.0,house,2012.0,3.0,1.0,2.0,SC_010,1377,20032,1815,33.0,0,hospital_184,4287,S_209,2418
73,34990.0,-37.702226,145.028215,45 Dumbarton Street,RESERVOIR,5940000.0,house,2015.0,3.0,1.0,2.0,SC_047,4048,20008,1655,36.0,0,hospital_025,2104,S_155,2379
74,37623.0,-37.648803,145.03484,6 Peppercorn Pde,EPPING,3740000.0,house,2010.0,3.0,1.0,1.0,SC_062,4477,20005,576,43.0,0,hospital_053,1646,S_229,2411
75,4950.0,-37.870185,144.814993,164A Blyth Street,ALTONA,12900000.0,house,2013.0,3.0,2.0,3.0,SC_033,5591,19925,574,32.0,0,hospital_141,6784,S_128,1341
76,48551.0,-37.805809,145.053989,53 Normanby Road,KEW,20900000.0,house,2015.0,4.0,2.0,3.0,SC_099,2094,19903,1981,23.0,0,hospital_064,594,S_137,1700
77,16919.0,-37.702736,144.947733,26 Hilton Street,HADFIELD,8279000.0,house,2011.0,2.0,1.0,1.0,SC_030,3310,19961,1008,35.0,0,hospital_139,4729,S_004,925
78,88856.0,-37.949098,145.022556,4 Regworth Court,HIGHETT,12320000.0,house,2014.0,3.0,1.0,0.0,SC_079,1625,19948,1585,29.0,0,hospital_058,1420,S_214,412
79,27004.0,-37.595761,144.932977,46 Dianne Avenue,CRAIGIEBURN,5025000.0,house,2015.0,3.0,1.0,2.0,SC_110,663,40221,1134,46.0,0,hospital_104,6215,S_178,216
80,66273.0,-37.792222,145.31288,35 Highland Crescent,MOOROOLBARK,9616000.0,house,2015.0,3.0,2.0,2.0,SC_022,2730,19877,833,55.0,0,hospital_113,4993,S_224,1126
81,84523.0,-37.870297,144.993127,57 Rosamond Street,BALACLAVA,3160000.0,house,2016.0,3.0,1.0,1.0,SC_015,1105,19956,96,13.0,0,hospital_087,794,S_053,284
82,76769.0,-37.919463,145.117789,30 Thompson Street,CLAYTON,10780000.0,house,2015.0,2.0,1.0,1.0,SC_087,4696,19915,629,39.0,0,hospital_077,233,S_169,725
83,76778.0,-37.925238,145.130595,33 Kionga Street,CLAYTON,8250000.0,house,2012.0,3.0,1.0,2.0,SC_073,5301,19915,886,39.0,0,hospital_076,961,S_169,1054
84,78936.0,-37.94393158,145.1521606,3 Watt Street,SPRINGVALE,4590000.0,house,2009.0,2.0,1.0,1.0,SC_073,5137,19913,631,44.0,0,hospital_076,3712,S_075,1064
85,49231.0,-37.80662918,145.0800171,21 Frederick Street,BALWYN,16800000.0,house,2009.0,4.0,2.0,0.0,SC_099,2761,19893,1991,29.0,0,hospital_064,2798,S_136,1928
86,81228.0,-37.983224,145.228439,39 Grandview Avenue,DANDENONG,7310000.0,house,2015.0,3.0,1.0,1.0,SC_112,1250,19888,1805,54.0,0,hospital_119,858,S_184,1130
87,66858.0,-37.744651,145.344427,10 Archer Close,LILYDALE,6960000.0,house,2015.0,4.0,2.0,2.0,SC_084,3076,19876,1244,61.0,0,hospital_151,1391,S_233,1565
88,63924.0,-37.792395,145.26721,21 Gladys Grove,CROYDON,10318000.0,house,2014.0,3.0,1.0,3.0,SC_022,1582,19878,1225,51.0,0,hospital_164,1992,S_157,1194
89,33518.0,-37.706118,144.992017,10 Lawley Street,RESERVOIR,8125000.0,house,2011.0,3.0,1.0,3.0,SC_103,3827,20009,1554,33.0,0,hospital_139,1381,S_030,2718
90,18890.0,-37.68508,144.914643,44 Hales Crescent,JACANA,3483000.0,house,2013.0,4.0,1.0,2.0,SC_059,2639,20030,493,37.0,0,hospital_104,3861,S_153,993
91,44513.0,-37.701051,145.092137,2 Cambita Court,GREENSBOROUGH,6825000.0,house,2012.0,4.0,2.0,2.0,SC_062,5527,19984,1325,34.0,0,hospital_075,1292,S_020,807
92,39968.0,-37.682584,145.058727,2 Merryn Close,BUNDOORA,6120000.0,house,2014.0,3.0,2.0,1.0,SC_062,4172,45795,3792,46.0,0,hospital_041,1057,S_155,1826
93,17490.0,-37.713621,144.941558,6 Everitt Street,HADFIELD,5665000.0,house,2010.0,3.0,1.0,1.0,SC_030,2223,19962,1676,33.0,0,hospital_184,4529,S_004,775
94,94173.0,-38.074386,145.135247,26 Canberra Street,CARRUM,13362000.0,house,2016.0,2.0,1.0,1.0,SC_070,4427,19858,1126,54.0,0,hospital_043,8246,S_077,2803
95,65025.0,-37.805517,145.315876,1 Wannan Court,KILSYTH,10720000.0,house,2015.0,4.0,2.0,2.0,SC_022,2972,19877,2332,55.0,0,hospital_164,5308,S_224,614
96,81873.0,-37.992615,145.230578,19 Betula Street,DOVETON,2360000.0,house,2010.0,3.0,1.0,2.0,SC_112,1494,19888,1853,54.0,0,hospital_119,1316,S_184,1375
97,14021.0,-37.759113,144.899374,2/1 Tamar Street,ABERFELDIE,7560000.0,house,2012.0,3.0,2.0,2.0,SC_085,1823,20037,1520,21.0,0,hospital_068,1604,S_049,1804
98,76662.0,-37.920529,145.113377,2/2 Ormond Road,CLAYTON,2856000.0,house,2012.0,3.0,2.0,2.0,SC_087,4536,19915,780,39.0,0,hospital_083,617,S_169,758
99,89611.0,-37.94585037,145.0083923,6 Francis Street,SANDRINGHAM,11000000.0,house,2009.0,4.0,2.0,2.0,SC_046,2723,19948,601,29.0,0,hospital_036,560,S_088,1109
100,4853.0,-37.863492,144.84545,12 Cambridge Street,SEAHOLME,14560000.0,house,2016.0,4.0,3.0,3.0,SC_033,4100,19927,625,28.0,0,hospital_141,4054,S_128,1448
101,48070.0,-37.812069,145.020955,2/6 Findon Crescent,KEW,19630000.0,house,2011.0,3.0,2.0,2.0,SC_083,1591,19905,1099,19.0,0,hospital_032,910,S_039,1123
102,75334.0,-37.893615,145.051793,6 Mimosa Road,CARNEGIE,13780000.0,house,2013.0,4.0,3.0,2.0,SC_041,1156,19942,946,33.0,0,hospital_126,2951,S_015,775
103,37552.0,-37.656296,145.035934,53 Narina Way,EPPING,6096000.0,house,2012.0,3.0,2.0,2.0,SC_062,4399,20005,672,43.0,0,hospital_053,1792,S_229,1842
104,6142.0,-37.787573,144.834684,13 Martin Street,SUNSHINE,10780000.0,house,2016.0,2.0,1.0,2.0,SC_102,592,20021,192,26.0,0,hospital_174,1116,S_080,676
105,88050.0,-37.943534,145.041026,10 Florida Court,MOORABBIN,19720000.0,house,2014.0,5.0,3.0,2.0,SC_046,507,19872,549,41.0,0,hospital_110,1224,S_069,623
106,32980.0,-37.731249,145.003242,58 William Street,PRESTON,15120000.0,house,2015.0,3.0,2.0,1.0,SC_103,935,20011,320,29.0,0,hospital_139,1590,S_084,656
107,39846.0,-37.713202,145.027163,176 Dunne Street,BUNDOORA,7361000.0,house,2013.0,4.0,1.0,2.0,SC_047,2835,20009,1662,33.0,0,hospital_025,1471,S_225,1311
108,73697.0,-37.85400009,145.2826386,42 Central Avenue,BORONIA,9520000.0,house,2009.0,3.0,1.0,0.0,SC_049,5029,19869,734,53.0,0,hospital_049,957,S_024,872
109,11704.0,-37.71515,144.830974,14 Borrell Street,KEILOR,13840000.0,house,2015.0,4.0,3.0,2.0,SC_107,2478,20001,3636,36.0,0,hospital_005,5239,S_222,2799
110,10397.0,-37.785097,144.925028,31 Illawarra Road,FLEMINGTON,18450000.0,house,2015.0,4.0,2.0,2.0,SC_011,838,20040,427,15.0,0,hospital_114,1158,S_086,341
111,907.0,-37.803423,144.905326,35 Whitehall Street,FOOTSCRAY,9885000.0,house,2016.0,2.0,1.0,1.0,SC_011,2528,20025,321,14.0,0,hospital_003,1893,S_201,709
112,81547.0,-37.9982,145.206853,84 Kirkham Road,DANDENONG,4068000.0,house,2016.0,3.0,1.0,1.0,SC_117,1239,19888,950,54.0,0,hospital_119,1802,S_184,1498
113,89467.0,-37.957789,145.023245,34 Park Avenue,SANDRINGHAM,10400000.0,house,2016.0,3.0,1.0,1.0,SC_079,1838,19948,1838,29.0,0,hospital_058,567,S_214,1381
114,56391.0,-37.844994,145.101744,21 Murray Drive,BURWOOD,9600000.0,house,2015.0,3.0,1.0,2.0,SC_037,3413,19849,2005,34.0,0,hospital_089,1536,S_112,2488
115,10586.0,-37.783555,144.930263,45 Waltham Street,FLEMINGTON,9960000.0,house,2015.0,2.0,1.0,0.0,SC_011,1249,20040,435,15.0,0,hospital_007,1143,S_086,455
116,31229.0,-37.761171,145.000847,4 Martin Street,THORNBURY,10855000.0,house,2014.0,2.0,1.0,0.0,SC_103,2405,20015,467,21.0,0,hospital_035,646,S_105,1151
117,65738.0,-37.763703,145.329301,13 Eastwood Crescent,MOOROOLBARK,6300000.0,house,2015.0,3.0,1.0,2.0,SC_084,1487,19876,1859,61.0,0,hospital_113,2251,S_168,1075
118,54425.0,-37.818388,145.022176,34 Barton Street,HAWTHORN,10440000.0,house,2011.0,2.0,1.0,0.0,SC_083,1202,19905,388,19.0,0,hospital_086,776,S_208,1181
119,85204.0,-37.87875748,144.9950714,10 Erindale Avenue,RIPPONLEA,11250000.0,house,2008.0,3.0,1.0,1.0,SC_015,1688,19955,318,15.0,0,hospital_009,1221,S_133,666
120,17598.0,-37.709333,144.935035,69 Farview Street,GLENROY,8075000.0,house,2011.0,3.0,1.0,1.0,SC_030,2892,20033,1529,31.0,0,hospital_184,4520,S_004,415
121,9900.0,-37.782856,144.931441,1/92 Farnham Street,FLEMINGTON,5070000.0,house,2016.0,3.0,1.0,1.0,SC_011,1347,20040,543,15.0,0,hospital_007,1132,S_086,574
122,85685.0,-37.88414001,145.0142517,49 Edward Street,ELSTERNWICK,7240000.0,house,2009.0,4.0,2.0,2.0,SC_023,2665,19954,1175,17.0,0,hospital_081,111,S_193,792
123,76381.0,-37.90137863,145.096695,7 Heath Avenue,OAKLEIGH,4920000.0,house,2008.0,3.0,1.0,2.0,SC_087,1960,19917,745,34.0,0,hospital_166,849,S_026,1919
124,11766.0,-37.7241552,144.8280644,21 Flemming Court,KEILOR,6695000.0,house,2013.0,4.0,2.0,2.0,SC_107,1853,20001,3076,36.0,0,hospital_005,4205,S_222,2177
125,18059.0,-37.693467,144.919552,11 Waverley Street,BROADMEADOWS,3510000.0,house,2015.0,3.0,1.0,2.0,SC_059,3103,20031,375,35.0,0,hospital_104,4762,S_209,1449
126,39805.0,-37.689494,145.050085,169 Greenhills Road,BUNDOORA,6825000.0,house,2010.0,4.0,2.0,3.0,SC_062,5240,20007,3315,38.0,0,hospital_041,1154,S_155,1108
127,16744.0,-37.705189,144.946884,2 Thames Street,HADFIELD,6303000.0,house,2010.0,3.0,1.0,2.0,SC_030,3043,19961,1169,35.0,0,hospital_139,4713,S_004,746
128,26388.0,-37.58039,144.909788,3 Redheugh Street,CRAIGIEBURN,3555000.0,house,2016.0,3.0,2.0,2.0,SC_005,1142,40221,3800,46.0,0,hospital_104,7882,S_178,2619
129,53059.0,-37.81154,145.002118,33 Baker Street,RICHMOND,13594000.0,house,2016.0,2.0,1.0,2.0,SC_068,2669,19977,855,8.0,0,hospital_134,189,S_076,614
130,26009.0,-37.59451,144.925851,22 Studley Street,CRAIGIEBURN,4452000.0,house,2014.0,3.0,2.0,2.0,SC_016,1076,40221,1742,46.0,0,hospital_104,6273,S_178,721
131,86521.0,-37.901913,144.990111,3 Lorac Avenue,BRIGHTON,28900000.0,house,2011.0,4.0,2.0,2.0,SC_015,3789,19952,1146,20.0,0,hospital_198,1008,S_150,1314
132,28156.0,-37.801371,144.978907,195 Young Street,FITZROY,12750000.0,house,2013.0,3.0,1.0,0.0,SC_008,1413,19843,1200,8.0,0,hospital_140,753,S_200,373
133,63901.0,-37.79736,145.278855,20 Mt View Street,CROYDON,7490000.0,house,2016.0,2.0,1.0,2.0,SC_022,418,19878,263,51.0,0,hospital_164,2351,S_182,232
134,83418.0,-37.858623,145.00868,11 Stawell Street,PRAHRAN,17680000.0,house,2012.0,3.0,3.0,1.0,SC_066,1831,19945,966,24.0,0,hospital_132,502,S_115,1215
135,24093.0,-37.700088,144.9754,18 June Street,FAWKNER,10400000.0,house,2016.0,3.0,1.0,1.0,SC_030,4230,19961,1457,35.0,0,hospital_139,2787,S_161,1913
136,43640.0,-37.706103,145.080809,26 Princes Street,WATSONIA,7080000.0,house,2010.0,2.0,1.0,2.0,SC_017,5633,19984,601,34.0,0,hospital_037,2127,S_020,1703
137,16628.0,-37.708157,144.926386,17 Apsley Street,GLENROY,4640000.0,house,2016.0,3.0,1.0,0.0,SC_082,3410,20032,902,33.0,0,hospital_184,4239,S_209,319
138,62131.0,-37.82141113,145.2381592,6 Belle Vue Avenue,RINGWOOD,9675000.0,house,2009.0,3.0,1.0,0.0,SC_032,1267,19871,953,46.0,0,hospital_105,1223,S_190,1298
139,59412.0,-37.807777,145.197383,14 Endeavour Street,MITCHAM,10054000.0,house,2014.0,5.0,2.0,2.0,SC_088,2026,19900,1234,40.0,0,hospital_070,389,S_202,2586
140,58587.0,-37.811653,145.172837,15 Evandale Avenue,NUNAWADING,9300000.0,house,2015.0,2.0,1.0,2.0,SC_002,868,19899,1013,37.0,0,hospital_070,1856,S_202,1396
141,6649.0,-37.798735,144.826464,35 Dunbar Avenue,SUNSHINE,6050000.0,house,2016.0,2.0,1.0,0.0,SC_102,1930,20021,1268,26.0,0,hospital_174,2402,S_130,1799
142,49082.0,-37.805385,145.087318,16 Woods Street,BALWYN,18700000.0,house,2015.0,3.0,2.0,2.0,SC_099,3329,19894,2109,31.0,0,hospital_117,2659,S_136,1274
143,46851.0,-37.725261,145.136297,206 Bolton Street,ELTHAM,7280000.0,house,2010.0,3.0,1.0,0.0,SC_009,5956,19987,1652,44.0,0,hospital_075,3493,S_194,2226
